FIPS ,State,County,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016"
18143,IN,Scott ,24181,23925,23769,23804,23661,23707,23730
18145,IN,Shelby ,44436,44349,44345,44422,44487,44442,44324
18147,IN,Spencer ,20952,21049,20866,20824,20818,20727,20648
18149,IN,Starke ,23363,23206,23195,23189,23011,22940,23009
18151,IN,Steuben ,34185,34070,34164,34346,34427,34343,34116
18153,IN,Sullivan ,21475,21234,21216,21172,21013,20927,20802
18155,IN,Switzerland ,10613,10561,10395,10517,10470,10509,10527
18157,IN,Tippecanoe ,172780,175513,178430,181242,183515,185741,188059
18159,IN,Tipton ,15936,15855,15728,15582,15452,15292,15182
18161,IN,Union ,7516,7475,7334,7288,7224,7195,7212
18163,IN,Vanderburgh ,179703,180372,181031,181693,182073,181941,181721
18165,IN,Vermillion ,16212,16103,15941,15858,15684,15634,15645
18167,IN,Vigo ,107848,108296,108528,108226,108100,107708,107931
18169,IN,Wabash ,32888,32587,32437,32354,32255,32075,31762
18171,IN,Warren ,8508,8480,8391,8378,8330,8280,8166
18173,IN,Warrick ,59689,60231,60458,61054,61229,61894,62498
18175,IN,Washington ,28262,28182,27911,27791,27869,27721,27670
18177,IN,Wayne ,68917,68663,68304,67854,67406,66984,66568
18179,IN,Wells ,27636,27747,27713,27744,27839,27937,27949
18181,IN,White ,24643,24518,24390,24328,24383,24224,23999
18183,IN,Whitley ,33292,33305,33283,33232,33413,33395,33449
19001,IA,Adair ,7682,7565,7493,7440,7416,7211,7092
19003,IA,Adams ,4029,3996,3905,3890,3865,3758,3693
19005,IA,Allamakee ,14330,14204,14134,14043,14064,13882,13884
19007,IA,Appanoose ,12887,12863,12702,12645,12649,12551,12462
19009,IA,Audubon ,6119,6019,5883,5882,5785,5738,5678
19011,IA,Benton ,26076,26121,25855,25724,25658,25663,25699
19013,IA,Black Hawk ,131090,131460,131761,132780,133161,133499,132904
19015,IA,Boone ,26306,26337,26228,26359,26367,26571,26532
19017,IA,Bremer ,24276,24368,24477,24588,24673,24779,24798
19019,IA,Buchanan ,20958,20901,20964,20996,21120,21084,20992
19021,IA,Buena Vista ,20260,20244,20543,20552,20507,20289,20332
19023,IA,Butler ,14867,14960,14991,15017,14972,14896,14791
19025,IA,Calhoun ,9670,10072,9924,9922,9861,9828,9846
19027,IA,Carroll ,20816,20857,20685,20582,20562,20507,20437
19029,IA,Cass ,13956,13783,13711,13582,13359,13354,13157
19031,IA,Cedar ,18499,18418,18402,18338,18388,18362,18454
19033,IA,Cerro Gordo ,44151,43978,43723,43506,43227,42988,43070
19035,IA,Cherokee ,12072,12023,11959,11894,11832,11567,11508
19037,IA,Chickasaw ,12439,12423,12284,12228,12200,12085,12023
19039,IA,Clarke ,9286,9314,9351,9252,9210,9245,9309
19041,IA,Clay ,16667,16610,16576,16480,16509,16491,16333
19043,IA,Clayton ,18129,17992,17926,17771,17713,17674,17590
19045,IA,Clinton ,49116,49100,48716,48293,47923,47617,47309
19047,IA,Crawford ,17096,17250,17325,17328,17146,16998,16940
19049,IA,Dallas ,66135,69759,72271,75010,77798,80777,84516
19051,IA,Davis ,8753,8760,8697,8762,8745,8777,8860
19053,IA,Decatur ,8457,8261,8255,8240,8231,8185,8141
19055,IA,Delaware ,17764,17652,17578,17499,17413,17406,17327
19057,IA,Des Moines ,40325,40095,40265,40437,40143,39985,39739
19059,IA,Dickinson ,16667,16889,16986,16944,16937,17122,17243
19061,IA,Dubuque ,93653,94564,95211,95964,96582,97034,97003
19063,IA,Emmet ,10302,10081,9964,9904,9841,9732,9658
19065,IA,Fayette ,20880,20979,20803,20528,20345,20223,20054
19067,IA,Floyd ,16303,16098,16107,16062,16026,15954,15873
19069,IA,Franklin ,10680,10693,10523,10522,10442,10308,10170
19071,IA,Fremont ,7441,7371,7143,7065,7034,6902,6950
19073,IA,Greene ,9336,9320,9171,9145,9129,8960,9011
19075,IA,Grundy ,12453,12474,12440,12324,12376,12413,12313
19077,IA,Guthrie ,10954,10872,10777,10679,10710,10663,10625
19079,IA,Hamilton ,15673,15460,15327,15330,15189,15213,15076
19081,IA,Hancock ,11341,11271,11165,11061,10986,10985,10835
19083,IA,Hardin ,17534,17402,17353,17413,17354,17276,17226
19085,IA,Harrison ,14928,14797,14522,14415,14342,14248,14149
19087,IA,Henry ,20145,20286,20044,20103,19895,19892,19773
19089,IA,Howard ,9566,9538,9576,9476,9400,9367,9332
19091,IA,Humboldt ,9815,9790,9720,9667,9617,9546,9487
19093,IA,Ida ,7089,7079,7091,7130,6994,7004,6985
19095,IA,Iowa ,16355,16352,16218,16344,16378,16381,16311
19097,IA,Jackson ,19848,19724,19693,19549,19476,19454,19472
19099,IA,Jasper ,36842,36631,36566,36743,36830,36729,36708
19101,IA,Jefferson ,16843,17039,17201,17493,17671,17853,18090
19103,IA,Johnson ,130882,133715,136865,139773,142280,144567,146547
19105,IA,Jones ,20638,20739,20595,20494,20480,20395,20439
19107,IA,Keokuk ,10511,10368,10397,10305,10220,10129,10119
19109,IA,Kossuth ,15543,15392,15373,15282,15204,15155,15114
19111,IA,Lee ,35862,35586,35610,35359,35206,35071,34615
19113,IA,Linn ,211226,214022,215255,216077,217596,219792,221661
19115,IA,Louisa ,11387,11366,11340,11321,11222,11231,11142
19117,IA,Lucas ,8898,8838,8754,8722,8685,8692,8647
19119,IA,Lyon ,11581,11720,11772,11687,11690,11749,11754
19121,IA,Madison ,15679,15735,15639,15471,15602,15746,15848
19123,IA,Mahaska ,22381,22510,22419,22403,22326,22291,22181
19125,IA,Marion ,33309,33319,33315,33077,33261,33141,33189
19127,IA,Marshall ,40648,40990,41053,41004,40792,40512,40312
19129,IA,Mills ,15059,15014,14853,14859,14708,14815,14972
19131,IA,Mitchell ,10776,10721,10746,10718,10769,10787,10763
19133,IA,Monona ,9243,9262,9138,9092,8965,8974,8898
19135,IA,Monroe ,7970,8044,8066,7977,7960,7947,7870
19137,IA,Montgomery ,10740,10655,10567,10438,10443,10227,10225
19139,IA,Muscatine ,42745,42767,42884,42941,42961,43017,42940
19141,IA,O'Brien ,14398,14206,14161,14043,14062,13989,14020
19143,IA,Osceola ,6462,6308,6180,6206,6193,6127,6064
19145,IA,Page ,15932,15926,15750,15554,15544,15521,15391
19147,IA,Palo Alto ,9421,9360,9281,9182,9126,9139,9047
19149,IA,Plymouth ,24986,24831,24888,24945,24913,24913,25200
19151,IA,Pocahontas ,7310,7218,7161,7145,7123,6991,6886
19153,IA,Polk ,430640,437807,443821,451461,459780,466688,474045
19155,IA,Pottawattamie ,93158,93450,92887,92814,93174,93534,93582
19157,IA,Poweshiek ,18914,18867,18766,18632,18667,18512,18533
19159,IA,Ringgold ,5131,5098,5082,5036,5031,5054,5068
19161,IA,Sac ,10350,10235,10177,10050,10060,10009,9876
19163,IA,Scott ,165224,167046,168840,170551,171546,172170,172474
19165,IA,Shelby ,12167,12031,12082,11964,11962,11913,11800
19167,IA,Sioux ,33704,34030,34339,34494,34622,34752,34898
19169,IA,Story ,89542,90864,91799,93569,95366,96346,97090
19171,IA,Tama ,17767,17635,17536,17512,17405,17341,17319
19173,IA,Taylor ,6317,6283,6237,6210,6155,6229,6216
19175,IA,Union ,12534,12570,12599,12606,12621,12447,12420
19177,IA,Van Buren ,7570,7514,7456,7438,7410,7325,7271
19179,IA,Wapello ,35625,35434,35357,35379,35244,35248,34982
19181,IA,Warren ,46225,46678,46991,47452,48010,48706,49691
19183,IA,Washington ,21704,21837,21928,22017,22097,22251,22281
19185,IA,Wayne ,6403,6367,6364,6422,6392,6386,6452
19187,IA,Webster ,38013,37727,37252,37256,36983,36992,36769
19189,IA,Winnebago ,10866,10727,10634,10477,10593,10567,10631
19191,IA,Winneshiek ,21056,21045,21042,20862,20728,20754,20561
19193,IA,Woodbury ,102172,102649,102330,102242,102314,102464,102779
19195,IA,Worth ,7598,7583,7525,7541,7605,7562,7572
19197,IA,Wright ,13229,13039,13019,12969,12883,12803,12779
20001,KS,Allen ,13371,13344,13336,13080,12903,12724,12714
20003,KS,Anderson ,8102,8046,7912,7845,7880,7824,7827
20005,KS,Atchison ,16924,16778,16793,16696,16509,16409,16380
20007,KS,Barber ,4861,4914,4866,4914,4878,4821,4688
20009,KS,Barton ,27674,27676,27515,27425,27262,27092,26775
20011,KS,Bourbon ,15173,14925,14844,14796,14774,14724,14617
20013,KS,Brown ,9984,9989,9879,9940,9804,9745,9684
20015,KS,Butler ,65880,65870,65781,65835,66077,66601,67025
20017,KS,Chase ,2790,2789,2752,2701,2673,2676,2669
20019,KS,Chautauqua ,3669,3614,3565,3546,3473,3392,3374
20021,KS,Cherokee ,21603,21373,21201,20908,20769,20561,20246
20023,KS,Cheyenne ,2726,2705,2677,2678,2694,2687,2661
20025,KS,Clark ,2215,2137,2179,2194,2120,2089,2072
20027,KS,Clay ,8535,8513,8508,8401,8338,8340,8143
20029,KS,Cloud ,9533,9405,9407,9370,9348,9235,9150
20031,KS,Coffey ,8601,8515,8507,8424,8440,8359,8433
20033,KS,Comanche ,1891,1885,1910,1922,1945,1839,1862
20035,KS,Cowley ,36311,36240,36262,36181,35911,35777,35753
20037,KS,Crawford ,39134,39198,39369,39312,39327,39231,39164
20039,KS,Decatur ,2961,2918,2877,2905,2890,2926,2832
20041,KS,Dickinson ,19754,19707,19731,19477,19354,19292,19064
20043,KS,Doniphan ,7945,7951,7869,7844,7833,7756,7664
20045,KS,Douglas ,110826,112424,113304,114672,116430,117915,119440
20047,KS,Edwards ,3037,3028,2980,2965,3022,2970,2938
20049,KS,Elk ,2882,2799,2678,2647,2699,2602,2547
20051,KS,Ellis ,28452,28779,29125,29089,29027,29024,28893
20053,KS,Ellsworth ,6497,6469,6471,6382,6365,6330,6328
20055,KS,Finney ,36776,37131,37114,37031,37048,37000,36722
20057,KS,Ford ,33848,34410,34729,34829,34667,34263,33971
20059,KS,Franklin ,25992,25879,25859,25770,25567,25559,25560
20061,KS,Geary ,34362,35301,37947,36893,36682,36981,35586
20063,KS,Gove ,2695,2691,2722,2761,2710,2657,2589
20065,KS,Graham ,2597,2635,2587,2592,2553,2589,2564
20067,KS,Grant ,7829,7884,7824,7822,7758,7690,7646
20069,KS,Gray ,6006,6104,5983,5996,6078,6095,6034
20071,KS,Greeley ,1247,1254,1270,1292,1302,1317,1296
20073,KS,Greenwood ,6689,6607,6440,6375,6308,6244,6151
20075,KS,Hamilton ,2690,2629,2635,2593,2590,2481,2536
20077,KS,Harper ,6034,5939,5859,5844,5821,5781,5685
20079,KS,Harvey ,34684,34707,34796,34784,34670,34908,34913
20081,KS,Haskell ,4256,4216,4196,4101,4076,4058,4006
20083,KS,Hodgeman ,1916,1988,1964,1954,1911,1896,1870
20085,KS,Jackson ,13462,13448,13417,13332,13456,13328,13291
20087,KS,Jefferson ,19126,18983,18921,18835,18863,18886,18897
20089,KS,Jewell ,3077,3090,3040,3059,3038,2978,2901
20091,KS,Johnson ,544179,552855,559515,566393,573024,578758,584451
20093,KS,Kearny ,3977,3967,3983,3921,3944,3948,3917
20095,KS,Kingman ,7858,7898,7831,7829,7704,7653,7467
20097,KS,Kiowa ,2553,2557,2505,2527,2525,2558,2483
20099,KS,Labette ,21607,21424,21206,20913,20852,20749,20444
20101,KS,Lane ,1750,1764,1701,1718,1685,1663,1636
20103,KS,Leavenworth ,76227,77102,77713,78141,78658,79207,80204
20105,KS,Lincoln ,3241,3216,3170,3143,3158,3126,3073
20107,KS,Linn ,9656,9606,9482,9515,9502,9561,9558
20109,KS,Logan ,2756,2764,2792,2780,2784,2814,2831
20111,KS,Lyon ,33690,33654,33534,33517,33201,33243,33510
20113,KS,McPherson ,29180,29213,29341,29596,29134,28944,28804
20115,KS,Marion ,12660,12546,12379,12234,12221,12120,12112
20117,KS,Marshall ,10117,9999,10065,10020,9990,9906,9836
20119,KS,Meade ,4575,4524,4397,4295,4353,4288,4216
20121,KS,Miami ,32787,32714,32622,32807,32817,32727,32964
20123,KS,Mitchell ,6373,6296,6334,6330,6271,6319,6243
20125,KS,Montgomery ,35471,34764,34447,34361,33957,33316,32746
20127,KS,Morris ,5923,5860,5852,5717,5678,5650,5573
20129,KS,Morton ,3233,3171,3133,3133,3058,2992,2848
20131,KS,Nemaha ,10178,10136,10117,10158,10162,10209,10241
20133,KS,Neosho ,16512,16469,16462,16451,16396,16333,16146
20135,KS,Ness ,3107,3124,3083,3087,3089,3015,2962
20137,KS,Norton ,5671,5670,5597,5620,5528,5552,5493
20139,KS,Osage ,16295,16340,16170,16088,15991,15912,15843
20141,KS,Osborne ,3858,3846,3818,3815,3772,3684,3642
20143,KS,Ottawa ,6091,6086,6062,6060,6032,5946,5920
20145,KS,Pawnee ,6973,7013,6894,6910,6849,6805,6743
20147,KS,Phillips ,5642,5540,5516,5554,5492,5431,5428
20149,KS,Pottawatomie ,21604,22032,22335,22611,22799,23194,23661
20151,KS,Pratt ,9656,9650,9772,9798,9775,9718,9584
20153,KS,Rawlins ,2519,2542,2540,2591,2565,2538,2549
20155,KS,Reno ,64511,64422,64245,64168,63737,63647,63220
20157,KS,Republic ,4980,4901,4847,4794,4776,4722,4699
20159,KS,Rice ,10083,10090,10000,9985,9986,9943,9831
20161,KS,Riley ,71115,73338,76273,75502,74698,75312,73343
20163,KS,Rooks ,5181,5195,5212,5181,5173,5159,5076
20165,KS,Rush ,3307,3201,3208,3179,3171,3102,3058
20167,KS,Russell ,6970,6972,6978,6955,6989,7029,6988
20169,KS,Saline ,55606,55726,55838,55726,55514,55516,55142
20171,KS,Scott ,4936,4905,4870,4922,4985,4980,5032
20173,KS,Sedgwick ,498365,500900,503945,506141,508666,510360,511995
20175,KS,Seward ,22952,23171,23403,23355,23299,23159,22709
20177,KS,Shawnee ,177934,178908,178980,178661,178509,178541,178146
20179,KS,Sheridan ,2556,2543,2531,2534,2535,2501,2509
20181,KS,Sherman ,6010,6033,6106,6077,6064,5976,5965
20183,KS,Smith ,3853,3790,3751,3703,3725,3693,3632
20185,KS,Stafford ,4437,4382,4343,4340,4293,4236,4208
20187,KS,Stanton ,2235,2217,2163,2172,2125,2053,2062
20189,KS,Stevens ,5724,5639,5748,5813,5812,5731,5584
20191,KS,Sumner ,24132,23845,23701,23609,23471,23494,23272
20193,KS,Thomas ,7900,7945,7938,7951,7850,7915,7892
20195,KS,Trego ,3001,2974,2969,2964,2908,2923,2872
20197,KS,Wabaunsee ,7053,7032,7007,7027,6972,6905,6891
20199,KS,Wallace ,1485,1524,1528,1566,1509,1513,1497
20201,KS,Washington ,5799,5831,5726,5627,5602,5564,5546
20203,KS,Wichita ,2234,2262,2230,2185,2170,2145,2112
20205,KS,Wilson ,9409,9243,9126,9090,8989,8852,8723
20207,KS,Woodson ,3309,3312,3267,3205,3168,3124,3165
20209,KS,Wyandotte ,157505,157973,159360,160744,161855,163095,163831
21001,KY,Adair ,18656,18978,18931,19095,19210,19264,19280
21003,KY,Allen ,19956,20171,20232,20278,20405,20561,20631
21005,KY,Anderson ,21421,21548,21660,21731,21858,21929,22158
21007,KY,Ballard ,8249,8289,8311,8277,8217,8219,8054
21009,KY,Barren ,42173,42373,42645,42996,43126,43676,43993
21011,KY,Bath ,11591,11707,11802,12004,12173,12261,12327
21013,KY,Bell ,28691,28635,28247,27971,27750,27294,27117
21015,KY,Boone ,118811,121449,122847,123998,125735,127163,128536
21017,KY,Bourbon ,19985,19982,19985,19946,19988,20073,20030
21019,KY,Boyd ,49542,49409,49256,48907,48795,48488,48132
21021,KY,Boyle ,28432,28756,28993,29621,29809,29807,30018
21023,KY,Bracken ,8488,8501,8468,8436,8389,8329,8400
21025,KY,Breathitt ,13878,13839,13657,13584,13425,13430,13284
21027,KY,Breckinridge ,20059,20274,20095,20053,19897,19993,19961
21029,KY,Bullitt ,74319,75298,75947,76863,78022,78653,79151
21031,KY,Butler ,12690,12765,12794,12796,12843,12860,12845
21033,KY,Caldwell ,12984,12988,12938,12816,12780,12690,12568
21035,KY,Calloway ,37191,37675,38057,38293,38282,38441,38437
21037,KY,Campbell ,90336,90976,90780,90873,91490,91925,92211
21039,KY,Carlisle ,5104,5046,5042,4980,4988,4903,4855
21041,KY,Carroll ,10811,10979,10869,10854,10758,10718,10679
21043,KY,Carter ,27720,27427,27473,27398,27318,27224,27046
21045,KY,Casey ,15955,15958,16081,16092,15837,15815,15815
21047,KY,Christian ,73955,73573,75638,74246,73962,73484,72351
21049,KY,Clark ,35613,35466,35752,35595,35681,35684,35819
21051,KY,Clay ,21730,21616,21565,21259,21162,21047,20766
21053,KY,Clinton ,10272,10149,10243,10151,10156,10135,10177
21055,KY,Crittenden ,9315,9285,9259,9208,9202,9198,9188
21057,KY,Cumberland ,6856,6869,6861,6803,6741,6756,6738
21059,KY,Daviess ,96656,97237,97886,98311,98416,99333,99674
21061,KY,Edmonson ,12161,12267,12141,12092,12043,12040,12114
21063,KY,Elliott ,7852,7915,7761,7669,7638,7650,7588
21065,KY,Estill ,14672,14635,14488,14456,14420,14361,14307
21067,KY,Fayette ,295803,301272,305201,308501,310725,314767,318449
21069,KY,Fleming ,14348,14495,14547,14551,14498,14613,14507
21071,KY,Floyd ,39451,39813,39232,38558,38139,37679,37110
21073,KY,Franklin ,49285,49379,49514,49600,49963,50273,50560
21075,KY,Fulton ,6813,6726,6536,6377,6265,6259,6179
21077,KY,Gallatin ,8589,8580,8491,8489,8564,8562,8609
21079,KY,Garrard ,16912,16835,16953,16927,16906,17175,17292
21081,KY,Grant ,24662,24710,24489,24541,24831,24740,24923
21083,KY,Graves ,37121,37542,37535,37352,37577,37251,37182
21085,KY,Grayson ,25746,25789,25864,26024,26155,26233,26184
21087,KY,Green ,11258,11221,11317,11173,11043,11022,11060
21089,KY,Greenup ,36910,36805,36647,36423,36282,36031,35893
21091,KY,Hancock ,8565,8609,8666,8672,8722,8710,8810
21093,KY,Hardin ,105543,107498,107173,108282,108610,106486,107316
21095,KY,Harlan ,29278,29172,28715,28562,28098,27613,27168
21097,KY,Harrison ,18846,18684,18602,18548,18635,18712,18646
21099,KY,Hart ,18199,18318,18409,18474,18550,18489,18627
21101,KY,Henderson ,46250,46367,46445,46339,46387,46388,46253
21103,KY,Henry ,15416,15365,15325,15413,15538,15544,15818
21105,KY,Hickman ,4902,4813,4751,4726,4710,4642,4627
21107,KY,Hopkins ,46920,46879,46707,46560,46341,46281,45904
21109,KY,Jackson ,13494,13409,13315,13416,13340,13346,13368
21111,KY,Jefferson ,741096,746240,751342,757715,760703,763509,765352
21113,KY,Jessamine ,48586,48969,49550,50222,51008,51936,52357
21115,KY,Johnson ,23356,23448,23441,23486,23283,23212,22978
21117,KY,Kenton ,159720,160401,161297,162918,163463,164342,164945
21119,KY,Knott ,16346,16293,16124,16097,15955,15700,15544
21121,KY,Knox ,31883,32086,31741,31867,31735,31668,31687
21123,KY,Larue ,14193,14203,14093,14081,14171,14193,14096
21125,KY,Laurel ,58849,59368,59603,59747,60048,60101,60250
21127,KY,Lawrence ,15860,15908,15846,15869,15880,15893,15863
21129,KY,Lee ,7887,7691,7551,6838,6774,6737,6580
21131,KY,Leslie ,11310,11281,11170,11036,10892,10707,10538
21133,KY,Letcher ,24519,24432,24039,23588,23417,23091,22773
21135,KY,Lewis ,13870,13806,13754,13698,13760,13576,13442
21137,KY,Lincoln ,24742,24721,24431,24463,24464,24388,24372
21139,KY,Livingston ,9519,9501,9448,9362,9361,9324,9269
21141,KY,Logan ,26835,26814,26682,26958,26815,26739,26593
21143,KY,Lyon ,8314,8425,8440,8448,8379,8289,8069
21145,KY,McCracken ,65565,65779,65635,65368,65324,64973,65162
21147,KY,McCreary ,18306,18276,18058,17927,17892,17861,17511
21149,KY,McLean ,9531,9528,9526,9499,9466,9496,9475
21151,KY,Madison ,82916,84842,85517,86062,87218,88276,89547
21153,KY,Magoffin ,13333,13213,13050,12935,12970,12794,12684
21155,KY,Marion ,19820,20037,19974,19940,19101,19263,19205
21157,KY,Marshall ,31448,31284,31289,31228,31072,31109,31365
21159,KY,Martin ,12929,12886,12788,12695,12554,12352,12002
21161,KY,Mason ,17490,17536,17458,17298,17122,17077,17190
21163,KY,Meade ,28602,29685,29301,29285,29189,27853,28126
21165,KY,Menifee ,6306,6410,6323,6335,6295,6363,6408
21167,KY,Mercer ,21331,21284,21373,21328,21431,21448,21477
21169,KY,Metcalfe ,10099,10079,9999,9970,10009,9920,10018
21171,KY,Monroe ,10963,10910,10844,10701,10672,10653,10588
21173,KY,Montgomery ,26499,26761,26894,27266,27391,27631,27771
21175,KY,Morgan ,13923,13723,13531,13390,13382,13292,13298
21177,KY,Muhlenberg ,31499,31522,31377,31273,31254,31146,31028
21179,KY,Nelson ,43437,44022,44376,44501,44820,45117,45559
21181,KY,Nicholas ,7135,7096,7027,7034,7075,7088,7084
21183,KY,Ohio ,23842,24004,24056,24047,24064,24216,24378
21185,KY,Oldham ,60316,60756,62104,63059,64029,64626,65560
21187,KY,Owen ,10841,10817,10754,10621,10638,10710,10642
21189,KY,Owsley ,4755,4823,4691,4603,4505,4470,4491
21191,KY,Pendleton ,14877,14649,14523,14539,14460,14463,14560
21193,KY,Perry ,28712,28740,28376,28111,27713,27546,27343
21195,KY,Pike ,65024,64950,64645,63917,63033,61804,60555
21197,KY,Powell ,12613,12628,12483,12490,12382,12271,12308
21199,KY,Pulaski ,63063,63435,63508,63734,63837,63827,63956
21201,KY,Robertson ,2282,2290,2220,2221,2199,2158,2155
21203,KY,Rockcastle ,17056,17116,17084,16751,16832,16950,16850
21205,KY,Rowan ,23333,23593,23873,24253,24264,24667,24451
21207,KY,Russell ,17565,17676,17566,17725,17770,17636,17722
21209,KY,Scott ,47173,48060,49066,50067,51308,52327,53972
21211,KY,Shelby ,42074,42917,43651,44290,44894,45591,46408
21213,KY,Simpson ,17327,17326,17592,17760,17855,17990,18083
21215,KY,Spencer ,17061,17356,17426,17576,17736,17979,18274
21217,KY,Taylor ,24512,24997,25077,25156,25378,25567,25397
21219,KY,Todd ,12460,12433,12639,12486,12466,12437,12295
21221,KY,Trigg ,14339,14215,14409,14308,14142,14210,14264
21223,KY,Trimble ,8809,8812,8830,8808,8732,8763,8620
21225,KY,Union ,15007,15277,15114,15111,15168,15053,14880
21227,KY,Warren ,113792,115558,117040,118948,120651,123159,125532
21229,KY,Washington ,11717,11781,11879,11920,11994,12105,12189
21231,KY,Wayne ,20813,20883,20789,20676,20462,20404,20453
21233,KY,Webster ,13621,13543,13476,13392,13234,13239,13316
21235,KY,Whitley ,35637,35656,35621,35751,35743,36000,36096
21237,KY,Wolfe ,7355,7366,7205,7275,7237,7230,7159
21239,KY,Woodford ,24939,24921,25072,25294,25591,25876,26124
22001,LA,Acadia ,61773,61775,61884,62169,62562,62601,62645
22003,LA,Allen ,25764,25727,25566,25597,25644,25602,25684
22005,LA,Ascension ,107215,110039,112235,114557,117291,119373,121587
22007,LA,Assumption ,23421,23201,23089,23207,23028,22846,22695
22009,LA,Avoyelles ,42073,41830,41612,41308,41147,41077,41117
22011,LA,Beauregard ,35654,36074,36313,36241,36216,36477,36927
22013,LA,Bienville ,14353,14232,14167,13945,13771,13871,13865
22015,LA,Bossier ,116979,120039,123165,123894,124894,125588,126057
22017,LA,Caddo ,254969,257005,257396,255224,252747,251405,248851
22019,LA,Calcasieu ,192768,193825,194563,195491,196815,198693,200601
22021,LA,Caldwell ,10132,10095,10012,9932,9923,10032,10087
22023,LA,Cameron ,6839,6690,6627,6688,6697,6802,6882
22025,LA,Catahoula ,10407,10318,10263,10293,10172,10074,9921
22027,LA,Claiborne ,17195,16947,16851,16653,16371,16251,16132
22029,LA,Concordia ,20822,20822,20458,20450,20413,20197,19920
22031,LA,De Soto ,26656,26774,26991,27026,27005,27064,27149
22033,LA,East Baton Rouge ,440171,441268,443039,444527,445864,446216,447037
22035,LA,East Carroll ,7759,7662,7573,7503,7454,7295,7271
22037,LA,East Feliciana ,20267,20128,19943,19675,19806,19675,19683
22039,LA,Evangeline ,33984,33851,33754,33814,33758,33789,33709
22041,LA,Franklin ,20767,20771,20605,20522,20460,20403,20330
22043,LA,Grant ,22309,22379,22404,22346,22400,22346,22365
22045,LA,Iberia ,73240,73542,73890,73988,73889,73953,73273
22047,LA,Iberville ,33387,33343,33319,33332,33090,33136,32920
22049,LA,Jackson ,16274,16344,16237,16114,15968,15866,15808
22051,LA,Jefferson ,432552,433983,434312,434770,434858,435555,436523
22053,LA,Jefferson Davis ,31594,31578,31441,31283,31424,31434,31413
22055,LA,Lafayette ,221578,224297,227083,231247,235656,239429,241398
22057,LA,Lafourche,96318,96988,97074,97148,97750,98162,98305
22059,LA,LaSalle ,14890,14948,14877,14826,14874,15004,15052
22061,LA,Lincoln ,46735,47062,47123,47404,47409,47719,47745
22063,LA,Livingston ,128026,130221,131940,134175,135695,137675,140138
22065,LA,Madison ,12093,11972,12206,11899,11805,11575,11528
22067,LA,Morehouse ,27979,27502,27454,27012,26732,26428,26071
22069,LA,Natchitoches ,39566,39538,39491,39225,39275,39137,39162
22071,LA,Orleans ,343829,360840,370138,378886,384355,389738,391495
22073,LA,Ouachita ,153720,154623,155342,156142,156504,157018,156983
22075,LA,Plaquemines ,23042,23629,23893,23597,23397,23568,23464
22077,LA,Pointe Coupee ,22802,22833,22706,22398,22320,22245,22159
22079,LA,Rapides ,131613,132047,132184,132482,132461,132316,132424
22081,LA,Red River ,9091,9050,9032,8886,8688,8629,8550
22083,LA,Richland ,20725,20885,20912,20875,20715,20529,20430
22085,LA,Sabine ,24233,24432,24310,24213,24073,24146,23977
22087,LA,St. Bernard ,35897,39504,41519,43409,44455,45384,45688
22089,LA,St. Charles ,52780,52424,52484,52650,52779,52702,52923
22091,LA,St. Helena ,11203,11013,11036,10843,10612,10569,10512
22093,LA,St. James ,22102,21818,21665,21610,21554,21517,21557
22095,LA,St. John the Baptist ,45924,45056,44760,43615,43797,43639,43631
22097,LA,St. Landry ,83384,83422,83490,83510,83823,83790,83883
22099,LA,St. Martin ,52160,52850,52729,52948,53321,53921,54007
22101,LA,St. Mary ,54650,54149,53554,53531,53234,52854,52093
22103,LA,St. Tammany ,233740,236832,239323,242427,246026,249968,253602
22105,LA,Tangipahoa ,121097,122629,123655,125430,127024,128756,130710
22107,LA,Tensas ,5252,5084,4965,4881,4797,4726,4597
22109,LA,Terrebonne ,111860,111667,111804,112803,113645,114025,113220
22111,LA,Union ,22721,22753,22506,22386,22478,22445,22487
22113,LA,Vermilion ,57999,58221,58637,59282,59537,59961,60205
22115,LA,Vernon ,52334,52308,54179,52889,52161,50706,50569
22117,LA,Washington ,47168,47130,46641,46319,46242,46322,46310
22119,LA,Webster ,41207,41230,40919,40665,40305,40075,39710
22121,LA,West Baton Rouge ,23788,24080,24096,24581,25128,25484,25795
22123,LA,West Carroll ,11604,11515,11497,11456,11501,11282,11114
22125,LA,West Feliciana ,15625,15472,15442,15419,15349,15368,15344
22127,LA,Winn ,15313,15138,15054,14784,14736,14527,14376
23001,ME,Androscoggin ,107702,107394,107539,107370,107408,107245,107319
23003,ME,Aroostook ,71870,71362,70774,70048,69490,68752,67959
23005,ME,Cumberland ,281674,282767,284133,286124,288258,290464,292041
23007,ME,Franklin ,30768,30705,30629,30478,30203,30039,30001
23009,ME,Hancock ,54418,54530,54542,54635,54550,54268,54419
23011,ME,Kennebec ,122151,121787,121636,121185,121167,120209,120569
23013,ME,Knox ,39736,39688,39639,39639,39785,39779,39744
23015,ME,Lincoln ,34457,34281,34222,34186,34182,34017,34216
23017,ME,Oxford ,57833,57772,57490,57343,57291,57156,57217
23019,ME,Penobscot ,153923,153814,153589,153518,153500,152478,151806
23021,ME,Piscataquis ,17535,17352,17258,17173,17021,16926,16843
