FIPS ,State,County,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016"
6023.0,CA,Humboldt ,134623.0,135243.0,134663.0,134555.0,134665.0,135383.0,136646.0
6025.0,CA,Imperial ,174528.0,176227.0,177287.0,177194.0,178866.0,179806.0,180883.0
6027.0,CA,Inyo ,18546.0,18403.0,18408.0,18418.0,18410.0,18251.0,18144.0
6029.0,CA,Kern ,839631.0,849484.0,855808.0,864454.0,872138.0,879497.0,884788.0
6031.0,CA,Kings ,152982.0,151895.0,151042.0,150480.0,149669.0,150331.0,149785.0
6033.0,CA,Lake ,64665.0,64242.0,63942.0,63776.0,64099.0,64446.0,64116.0
6035.0,CA,Lassen ,34895.0,34288.0,33662.0,32144.0,31714.0,31333.0,30870.0
6037.0,CA,Los Angeles ,9818605.0,9888476.0,9953555.0,10015436.0,10066615.0,10112255.0,10137915.0
6039.0,CA,Madera ,150865.0,151962.0,151947.0,151811.0,154071.0,154306.0,154697.0
6041.0,CA,Marin ,252409.0,255457.0,256064.0,258506.0,260516.0,261054.0,260651.0
6043.0,CA,Mariposa ,18251.0,18188.0,17858.0,17746.0,17658.0,17553.0,17410.0
6045.0,CA,Mendocino ,87841.0,87442.0,87409.0,87207.0,87449.0,87353.0,87628.0
6047.0,CA,Merced ,255793.0,259678.0,261430.0,262661.0,265139.0,267101.0,268672.0
6049.0,CA,Modoc ,9686.0,9497.0,9328.0,9100.0,9010.0,8933.0,8795.0
6051.0,CA,Mono ,14202.0,14407.0,14325.0,14020.0,14045.0,13885.0,13981.0
6053.0,CA,Monterey ,415057.0,421157.0,425799.0,428064.0,429902.0,432007.0,435232.0
6055.0,CA,Napa ,136484.0,137940.0,138898.0,140102.0,141097.0,141854.0,142166.0
6057.0,CA,Nevada ,98764.0,98772.0,98305.0,98156.0,98796.0,98829.0,99107.0
6059.0,CA,Orange ,3010232.0,3053884.0,3084935.0,3112576.0,3134438.0,3156573.0,3172532.0
6061.0,CA,Placer ,348432.0,356783.0,361018.0,366435.0,370486.0,374383.0,380531.0
6063.0,CA,Plumas ,20007.0,19691.0,19327.0,18844.0,18573.0,18401.0,18627.0
6065.0,CA,Riverside ,2189641.0,2236146.0,2264919.0,2291452.0,2322455.0,2352892.0,2387741.0
6067.0,CA,Sacramento ,1418788.0,1435002.0,1447236.0,1460023.0,1478137.0,1496644.0,1514460.0
6069.0,CA,San Benito ,55269.0,56159.0,56799.0,57471.0,58098.0,58473.0,59414.0
6071.0,CA,San Bernardino ,2035210.0,2062945.0,2077247.0,2087945.0,2105935.0,2122545.0,2140096.0
6073.0,CA,San Diego ,3095313.0,3140692.0,3181513.0,3218419.0,3258856.0,3290245.0,3317749.0
6075.0,CA,San Francisco ,805235.0,815672.0,828816.0,839280.0,850424.0,862004.0,870887.0
6077.0,CA,San Joaquin ,685306.0,694943.0,700611.0,703265.0,713218.0,723496.0,733709.0
6079.0,CA,San Luis Obispo ,269637.0,271176.0,274487.0,276191.0,278877.0,280960.0,282887.0
6081.0,CA,San Mateo ,718451.0,728919.0,739982.0,748952.0,756819.0,763191.0,764797.0
6083.0,CA,Santa Barbara ,423895.0,425998.0,430638.0,435800.0,440553.0,443815.0,446170.0
6085.0,CA,Santa Clara ,1781642.0,1812868.0,1838988.0,1866961.0,1889824.0,1910105.0,1919402.0
6087.0,CA,Santa Cruz ,262382.0,264896.0,266435.0,268948.0,270971.0,273627.0,274673.0
6089.0,CA,Shasta ,177223.0,177963.0,178430.0,179062.0,179717.0,179301.0,179631.0
6091.0,CA,Sierra ,3240.0,3106.0,3076.0,3039.0,2983.0,2983.0,2947.0
6093.0,CA,Siskiyou ,44900.0,44673.0,44147.0,43632.0,43476.0,43483.0,43603.0
6095.0,CA,Solano ,413344.0,416486.0,419881.0,423972.0,429601.0,434321.0,440207.0
6097.0,CA,Sonoma ,483878.0,487641.0,490509.0,494657.0,499168.0,501474.0,503070.0
6099.0,CA,Stanislaus ,514453.0,518073.0,521360.0,524744.0,529754.0,535385.0,541560.0
6101.0,CA,Sutter ,94737.0,94614.0,94362.0,94801.0,95236.0,95978.0,96651.0
6103.0,CA,Tehama ,63463.0,63254.0,63133.0,62835.0,62756.0,63073.0,63276.0
6105.0,CA,Trinity ,13786.0,13716.0,13500.0,13430.0,13121.0,13068.0,12782.0
6107.0,CA,Tulare ,442179.0,447384.0,450701.0,453354.0,456115.0,458238.0,460437.0
6109.0,CA,Tuolumne ,55365.0,54749.0,54134.0,53940.0,53827.0,53615.0,53804.0
6111.0,CA,Ventura ,823318.0,830707.0,834519.0,839498.0,844078.0,847719.0,849738.0
6113.0,CA,Yolo ,200849.0,202167.0,204929.0,206685.0,208737.0,212202.0,215802.0
6115.0,CA,Yuba ,72155.0,72548.0,72901.0,73233.0,73776.0,74299.0,75275.0
8001.0,CO,Adams ,441603.0,452040.0,460472.0,470107.0,480446.0,490674.0,498187.0
8003.0,CO,Alamosa ,15445.0,16137.0,16141.0,16253.0,16284.0,16435.0,16654.0
8005.0,CO,Arapahoe ,572003.0,585836.0,596066.0,607660.0,618307.0,629241.0,637068.0
8007.0,CO,Archuleta ,12084.0,12011.0,12113.0,12194.0,12229.0,12384.0,12854.0
8009.0,CO,Baca ,3788.0,3814.0,3762.0,3682.0,3630.0,3599.0,3568.0
8011.0,CO,Bent ,6499.0,6322.0,5811.0,5738.0,5780.0,5892.0,5861.0
8013.0,CO,Boulder ,294567.0,300597.0,305350.0,310287.0,313204.0,318738.0,322226.0
8014.0,CO,Broomfield ,55889.0,57425.0,58930.0,60116.0,61786.0,64885.0,66529.0
8015.0,CO,Chaffee ,17809.0,18007.0,18105.0,18318.0,18448.0,18606.0,19058.0
8017.0,CO,Cheyenne ,1836.0,1863.0,1873.0,1881.0,1841.0,1816.0,1848.0
8019.0,CO,Clear Creek ,9088.0,9052.0,9075.0,9100.0,9215.0,9364.0,9436.0
8021.0,CO,Conejos ,8256.0,8317.0,8279.0,8257.0,8276.0,8125.0,8129.0
8023.0,CO,Costilla ,3524.0,3646.0,3603.0,3521.0,3540.0,3563.0,3721.0
8025.0,CO,Crowley ,5823.0,5846.0,5418.0,5325.0,5608.0,5639.0,5694.0
8027.0,CO,Custer ,4255.0,4227.0,4241.0,4264.0,4344.0,4425.0,4602.0
8029.0,CO,Delta ,30952.0,30374.0,30438.0,30314.0,29961.0,29950.0,30442.0
8031.0,CO,Denver ,600158.0,619281.0,633563.0,647433.0,662425.0,680032.0,693060.0
8033.0,CO,Dolores ,2064.0,2033.0,1998.0,2030.0,1975.0,1981.0,2056.0
8035.0,CO,Douglas ,285465.0,292607.0,298754.0,306442.0,314981.0,322381.0,328632.0
8037.0,CO,Eagle ,52197.0,51751.0,51942.0,52379.0,52815.0,53346.0,53989.0
8039.0,CO,Elbert ,23086.0,23260.0,23400.0,23670.0,24128.0,24698.0,25231.0
8041.0,CO,El Paso ,622263.0,636901.0,645641.0,654993.0,662647.0,674290.0,688284.0
8043.0,CO,Fremont ,46824.0,47417.0,47122.0,46467.0,46427.0,46713.0,47446.0
8045.0,CO,Garfield ,56389.0,55964.0,56709.0,56914.0,57195.0,57768.0,58887.0
8047.0,CO,Gilpin ,5441.0,5444.0,5453.0,5567.0,5773.0,5817.0,5931.0
8049.0,CO,Grand ,14843.0,14543.0,14147.0,14254.0,14461.0,14580.0,15008.0
8051.0,CO,Gunnison ,15324.0,15458.0,15425.0,15643.0,15830.0,16137.0,16408.0
8053.0,CO,Hinsdale ,843.0,826.0,797.0,805.0,778.0,769.0,788.0
8055.0,CO,Huerfano ,6711.0,6522.0,6582.0,6479.0,6407.0,6459.0,6677.0
8057.0,CO,Jackson ,1394.0,1380.0,1347.0,1355.0,1395.0,1352.0,1357.0
8059.0,CO,Jefferson ,534543.0,539865.0,546080.0,551912.0,559076.0,565143.0,571837.0
8061.0,CO,Kiowa ,1398.0,1457.0,1438.0,1417.0,1409.0,1414.0,1373.0
8063.0,CO,Kit Carson ,8270.0,8201.0,8107.0,8279.0,8054.0,8234.0,8195.0
8065.0,CO,Lake ,7310.0,7371.0,7280.0,7296.0,7351.0,7461.0,7618.0
8067.0,CO,La Plata ,51334.0,51788.0,52356.0,53339.0,53882.0,54770.0,55623.0
8069.0,CO,Larimer ,299630.0,305267.0,310965.0,316605.0,324709.0,333869.0,339993.0
8071.0,CO,Las Animas ,15507.0,15027.0,14967.0,14401.0,14072.0,14067.0,14103.0
8073.0,CO,Lincoln ,5467.0,5431.0,5442.0,5430.0,5507.0,5551.0,5643.0
8075.0,CO,Logan ,22709.0,22096.0,21846.0,21660.0,21940.0,21946.0,21919.0
8077.0,CO,Mesa ,146723.0,147172.0,147471.0,147372.0,147502.0,148401.0,150083.0
8079.0,CO,Mineral ,712.0,711.0,710.0,722.0,693.0,724.0,732.0
8081.0,CO,Moffat ,13795.0,13424.0,13164.0,13099.0,12899.0,12899.0,13109.0
8083.0,CO,Montezuma ,25535.0,25467.0,25437.0,25657.0,25783.0,26153.0,26999.0
8085.0,CO,Montrose ,41276.0,40897.0,40678.0,40634.0,40747.0,40800.0,41471.0
8087.0,CO,Morgan ,28159.0,28512.0,28331.0,28306.0,28208.0,28323.0,28274.0
8089.0,CO,Otero ,18831.0,18867.0,18689.0,18525.0,18407.0,18284.0,18295.0
8091.0,CO,Ouray ,4436.0,4454.0,4546.0,4579.0,4615.0,4660.0,4857.0
8093.0,CO,Park ,16206.0,16089.0,16037.0,16118.0,16296.0,16581.0,17166.0
8095.0,CO,Phillips ,4442.0,4370.0,4382.0,4357.0,4380.0,4326.0,4288.0
8097.0,CO,Pitkin ,17148.0,17129.0,17223.0,17361.0,17595.0,17782.0,17752.0
8099.0,CO,Prowers ,12551.0,12500.0,12408.0,12286.0,12040.0,11949.0,11922.0
8101.0,CO,Pueblo ,159063.0,159785.0,160397.0,160803.0,161350.0,163117.0,165123.0
8103.0,CO,Rio Blanco ,6666.0,6782.0,6796.0,6740.0,6660.0,6548.0,6545.0
8105.0,CO,Rio Grande ,11982.0,11916.0,11882.0,11725.0,11561.0,11467.0,11479.0
8107.0,CO,Routt ,23509.0,23257.0,23285.0,23587.0,24054.0,24325.0,24648.0
8109.0,CO,Saguache ,6108.0,6178.0,6305.0,6209.0,6161.0,6209.0,6389.0
8111.0,CO,San Juan ,699.0,693.0,691.0,695.0,717.0,694.0,694.0
8113.0,CO,San Miguel ,7359.0,7483.0,7578.0,7636.0,7755.0,7849.0,8017.0
8115.0,CO,Sedgwick ,2379.0,2372.0,2372.0,2342.0,2330.0,2385.0,2407.0
8117.0,CO,Summit ,27994.0,27972.0,28223.0,28653.0,29205.0,29892.0,30374.0
8119.0,CO,Teller ,23350.0,23329.0,23373.0,23242.0,23375.0,23329.0,24043.0
8121.0,CO,Washington ,4814.0,4812.0,4737.0,4781.0,4784.0,4860.0,4908.0
8123.0,CO,Weld ,252825.0,258629.0,263997.0,270182.0,276163.0,285053.0,294932.0
8125.0,CO,Yuma ,10043.0,10156.0,10117.0,10205.0,10232.0,10095.0,10103.0
9001.0,CT,Fairfield ,916829.0,928890.0,934931.0,940621.0,943686.0,944674.0,944177.0
9003.0,CT,Hartford ,894014.0,897057.0,897420.0,897737.0,896258.0,894692.0,892389.0
9005.0,CT,Litchfield ,189927.0,188968.0,187487.0,186760.0,185110.0,183776.0,182571.0
9007.0,CT,Middlesex ,165676.0,166225.0,165512.0,165219.0,164555.0,163577.0,163329.0
9009.0,CT,New Haven ,862477.0,864009.0,864177.0,862712.0,861534.0,859073.0,856875.0
9011.0,CT,New London ,274055.0,273226.0,274267.0,273405.0,272053.0,270639.0,269801.0
9013.0,CT,Tolland ,152691.0,153093.0,152006.0,151881.0,151758.0,151684.0,151118.0
9015.0,CT,Windham ,118428.0,118425.0,117995.0,117668.0,116919.0,116615.0,116192.0
10001.0,DE,Kent ,162310.0,165258.0,167605.0,169457.0,171949.0,173533.0,174827.0
10003.0,DE,New Castle ,538479.0,542308.0,546041.0,549521.0,552271.0,555167.0,556987.0
10005.0,DE,Sussex ,197145.0,200358.0,203347.0,206417.0,210728.0,215376.0,220251.0
11001.0,DC,District of Columbia,601723.0,620477.0,635327.0,649165.0,659005.0,670377.0,681170.0
12001.0,FL,Alachua ,247336.0,249722.0,251587.0,252636.0,255786.0,259402.0,263496.0
12003.0,FL,Baker ,27115.0,27073.0,27055.0,27001.0,27143.0,27424.0,27937.0
12005.0,FL,Bay ,168852.0,169647.0,172029.0,174994.0,178860.0,181947.0,183974.0
12007.0,FL,Bradford ,28520.0,28491.0,27141.0,26910.0,26682.0,26935.0,26926.0
12009.0,FL,Brevard ,543376.0,544456.0,547753.0,551299.0,557299.0,567934.0,579130.0
12011.0,FL,Broward ,1748066.0,1787889.0,1816552.0,1840051.0,1865385.0,1887281.0,1909632.0
12013.0,FL,Calhoun ,14625.0,14769.0,14717.0,14634.0,14510.0,14468.0,14423.0
12015.0,FL,Charlotte ,159978.0,159671.0,162937.0,165018.0,168595.0,173194.0,178465.0
12017.0,FL,Citrus ,141236.0,139841.0,139341.0,139063.0,139264.0,140974.0,143621.0
12019.0,FL,Clay ,190865.0,192375.0,194260.0,196276.0,199501.0,203383.0,208311.0
12021.0,FL,Collier ,321520.0,327541.0,332332.0,339244.0,347899.0,356570.0,365136.0
12023.0,FL,Columbia ,67531.0,67344.0,67949.0,67512.0,67942.0,68286.0,69299.0
12027.0,FL,DeSoto ,34862.0,34670.0,34781.0,34641.0,35094.0,35355.0,35800.0
12029.0,FL,Dixie ,16422.0,16365.0,16074.0,15955.0,15904.0,16187.0,16300.0
12031.0,FL,Duval ,864263.0,872480.0,880870.0,886873.0,898372.0,912081.0,926255.0
12033.0,FL,Escambia ,297619.0,299698.0,304218.0,307782.0,309449.0,311236.0,315187.0
12035.0,FL,Flagler ,95696.0,97412.0,98605.0,100013.0,102471.0,105188.0,108310.0
12037.0,FL,Franklin ,11549.0,11493.0,11637.0,11559.0,11678.0,11749.0,11901.0
12039.0,FL,Gadsden ,46389.0,47340.0,46574.0,46034.0,46121.0,46032.0,46006.0
12041.0,FL,Gilchrist ,16939.0,16987.0,16886.0,16912.0,16973.0,17181.0,17212.0
12043.0,FL,Glades ,12884.0,13149.0,13007.0,13079.0,13439.0,13607.0,13970.0
12045.0,FL,Gulf ,15863.0,15664.0,15669.0,15788.0,15936.0,15874.0,15990.0
12047.0,FL,Hamilton ,14799.0,14605.0,14732.0,14344.0,14068.0,14303.0,14361.0
12049.0,FL,Hardee ,27731.0,27633.0,27379.0,27255.0,27264.0,27252.0,27360.0
12051.0,FL,Hendry ,39140.0,38873.0,37777.0,37630.0,38294.0,38890.0,39290.0
12053.0,FL,Hernando ,172778.0,172909.0,173110.0,174019.0,175695.0,178326.0,182835.0
12055.0,FL,Highlands ,98786.0,98308.0,98045.0,97817.0,98085.0,99447.0,100917.0
12057.0,FL,Hillsborough ,1229226.0,1271205.0,1281677.0,1293189.0,1317116.0,1347077.0,1376238.0
12059.0,FL,Holmes ,19927.0,19842.0,19739.0,19652.0,19640.0,19329.0,19487.0
12061.0,FL,Indian River ,138028.0,139027.0,140650.0,141966.0,144740.0,147792.0,151563.0
12063.0,FL,Jackson ,49746.0,49148.0,49011.0,48990.0,48786.0,48590.0,48229.0
12065.0,FL,Jefferson ,14761.0,14506.0,14204.0,14191.0,14037.0,14071.0,13906.0
12067.0,FL,Lafayette ,8870.0,8815.0,8811.0,8820.0,8832.0,8628.0,8617.0
12069.0,FL,Lake ,297052.0,299926.0,303437.0,307922.0,315657.0,325518.0,335396.0
12071.0,FL,Lee ,618754.0,630543.0,644096.0,660085.0,678048.0,700285.0,722336.0
12073.0,FL,Leon ,275487.0,278362.0,283808.0,282071.0,284053.0,286187.0,287822.0
12075.0,FL,Levy ,40801.0,40254.0,39935.0,39535.0,39418.0,39688.0,39961.0
12077.0,FL,Liberty ,8365.0,8234.0,8247.0,8309.0,8345.0,8323.0,8202.0
12079.0,FL,Madison ,19224.0,19079.0,18939.0,18724.0,18516.0,18398.0,18224.0
12081.0,FL,Manatee ,322833.0,327373.0,334096.0,342246.0,351713.0,363110.0,375888.0
12083.0,FL,Marion ,331298.0,332429.0,334294.0,335800.0,339079.0,343514.0,349020.0
12085.0,FL,Martin ,146318.0,147694.0,148945.0,151237.0,153272.0,155804.0,158701.0
12086.0,FL,Miami-Dade ,2496435.0,2573361.0,2607979.0,2641273.0,2667299.0,2692593.0,2712945.0
12087.0,FL,Monroe ,73090.0,74096.0,74833.0,76204.0,76910.0,78728.0,79077.0
12089.0,FL,Nassau ,73314.0,74162.0,74638.0,75606.0,76598.0,78470.0,80622.0
12091.0,FL,Okaloosa ,180822.0,183245.0,190254.0,193408.0,195479.0,198681.0,201170.0
12093.0,FL,Okeechobee ,39996.0,39449.0,39287.0,38989.0,39101.0,39409.0,40314.0
12095.0,FL,Orange ,1145956.0,1169806.0,1202048.0,1225366.0,1253631.0,1284864.0,1314367.0
12097.0,FL,Osceola ,268685.0,278906.0,289501.0,299822.0,311445.0,323028.0,336015.0
12099.0,FL,Palm Beach ,1320134.0,1336175.0,1354987.0,1375619.0,1397526.0,1421843.0,1443810.0
12101.0,FL,Pasco ,464697.0,466672.0,470762.0,475679.0,485447.0,497292.0,512368.0
12103.0,FL,Pinellas ,916542.0,917879.0,922075.0,929085.0,937457.0,948391.0,960730.0
12105.0,FL,Polk ,602095.0,609669.0,615294.0,622656.0,634932.0,649425.0,666149.0
12107.0,FL,Putnam ,74364.0,73688.0,73021.0,72377.0,71936.0,71910.0,72277.0
12109.0,FL,St. Johns ,190039.0,196050.0,202308.0,209607.0,218151.0,226658.0,235087.0
12111.0,FL,St. Lucie ,277789.0,280907.0,283726.0,286138.0,291002.0,298307.0,306507.0
12113.0,FL,Santa Rosa ,151372.0,155739.0,158366.0,160649.0,163154.0,166850.0,170497.0
12115.0,FL,Sarasota ,379448.0,381666.0,386135.0,389911.0,396537.0,404903.0,412569.0
12117.0,FL,Seminole ,422718.0,427064.0,431487.0,436512.0,442326.0,448722.0,455479.0
12119.0,FL,Sumter ,93420.0,98584.0,102790.0,108263.0,114012.0,118882.0,123996.0
12121.0,FL,Suwannee ,41551.0,43349.0,43492.0,43550.0,43777.0,43651.0,43794.0
12123.0,FL,Taylor ,22570.0,22685.0,22762.0,22884.0,22619.0,22471.0,22175.0
12125.0,FL,Union ,15535.0,15231.0,15235.0,15069.0,15170.0,15180.0,15142.0
12127.0,FL,Volusia ,494593.0,494523.0,497279.0,501282.0,507913.0,518190.0,529364.0
12129.0,FL,Wakulla ,30776.0,30948.0,30805.0,30972.0,31384.0,31516.0,31893.0
12131.0,FL,Walton ,55043.0,55673.0,57330.0,59411.0,61550.0,63459.0,65889.0
12133.0,FL,Washington ,24896.0,24583.0,24856.0,24614.0,24424.0,24671.0,24569.0
13001.0,GA,Appling ,18236.0,18451.0,18379.0,18351.0,18456.0,18437.0,18428.0
13003.0,GA,Atkinson ,8375.0,8361.0,8255.0,8260.0,8203.0,8350.0,8273.0
13005.0,GA,Bacon ,11096.0,11190.0,11188.0,11200.0,11213.0,11281.0,11372.0
13007.0,GA,Baker ,3451.0,3319.0,3365.0,3319.0,3258.0,3160.0,3150.0
13009.0,GA,Baldwin ,45720.0,45118.0,46484.0,46143.0,45839.0,45431.0,45144.0
13011.0,GA,Banks ,18395.0,18335.0,18233.0,18299.0,18284.0,18468.0,18397.0
13013.0,GA,Barrow ,69367.0,69860.0,70161.0,71325.0,72982.0,75107.0,77126.0
13015.0,GA,Bartow ,100157.0,100297.0,100488.0,101206.0,101675.0,102533.0,103807.0
13017.0,GA,Ben Hill ,17634.0,17575.0,17570.0,17417.0,17440.0,17354.0,17243.0
13019.0,GA,Berrien ,19286.0,19377.0,19160.0,19022.0,18790.0,18966.0,18993.0
13021.0,GA,Bibb ,155547.0,155781.0,156189.0,154566.0,153914.0,153540.0,152760.0
13023.0,GA,Bleckley ,13063.0,13063.0,12909.0,12760.0,12754.0,12782.0,12970.0
13025.0,GA,Brantley ,18411.0,18570.0,18539.0,18280.0,18390.0,18449.0,18355.0
13027.0,GA,Brooks ,16243.0,15995.0,15648.0,15664.0,15534.0,15692.0,15687.0
13029.0,GA,Bryan ,30233.0,31242.0,32272.0,33120.0,33847.0,35052.0,36230.0
13031.0,GA,Bulloch ,70217.0,72653.0,73162.0,71873.0,72735.0,73213.0,74722.0
13033.0,GA,Burke ,23316.0,23565.0,23131.0,22918.0,22709.0,22742.0,22688.0
13035.0,GA,Butts ,23655.0,23565.0,23426.0,23225.0,23377.0,23548.0,23817.0
13037.0,GA,Calhoun ,6694.0,6544.0,6489.0,6513.0,6423.0,6465.0,6324.0
